,行政区,price,最低首付,参考月供,环线信息,小区名称,房源编号,房屋户型,配备电梯,areas,供暖方式,所在楼层,装修情况,房屋朝向,上次交易,房本年限,售房原因,房屋类型,挂牌均价,建筑年代,物业类型,楼栋总数,房屋总数,物业公司,开发商,挂牌房源
72,浦东,248,86.8万,8555元,内环内,港驳小区(浦东塘桥)地图,sh4846769举报假一赔百细则,1室1厅1卫,暂无数据,37.68平,暂无数据,高区/5层,精装,南北,2007-11-01,满五,折现,住宅 - 公寓,70250元/平,1976~1985年,住宅 - 公寓,47栋,1075户,上海浦东新区潍坊物业公司、潍坊物业,上海虹桥高尔夫俱乐部有限公司,6套在售二手房6套在租房源
73,长宁,405,141.8万,13971元,内环内,镇宁路465弄(长宁镇宁路)地图,sh4846283举报假一赔百细则,2室0厅1卫,暂无数据,46.88平,暂无数据,中区/6层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,84755元/平,1911~1993年,住宅 - 公寓,117栋,1656户,上海宝隆物业管理有限公司,无开发商,26套在售二手房5套在租房源
74,普陀,,,,,,,,,,,,,,,,,,,,,,,,,
75,杨浦,340,119万,11729元,内环内,凤城五村(杨浦控江路)地图,sh4844663举报假一赔百细则,2室1厅1卫,暂无数据,48.89平,暂无数据,低区/6层,毛坯,南北,暂无数据,满五,折现,住宅 - 公寓,68775元/平,1956~1995年,住宅 - 公寓、商业类、住宅 - 新里,44栋,839户,上海卫百辛(集团)有限公司、卫百辛物业,上海卫百辛房地产经纪有限公司、卫百辛集团,19套在售二手房2套在租房源
76,长宁,830,290.5万,28633元,内环内,丁香大楼(长宁镇宁路)地图,sh4844350举报假一赔百细则,2室1厅1卫,有(二梯八户),79.0平,暂无数据,低区/18层,精装,南北,暂无数据,满五,暂无数据,住宅 - 公寓,108608元/平,1992年,住宅 - 公寓,2栋,282户,上海新长宁集团、长宁物业,暂无信息,2套在售二手房2套在租房源
77,静安,405,141.8万,13971元,内环内,新丰小区(静安江宁路)地图,sh4843738举报假一赔百细则,2室0厅1卫,有(一梯六户),46.43平,暂无数据,低区/7层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,86255元/平,1983~1999年,住宅 - 公寓、住宅 - 新里,32栋,776户,康定物业,静安置业,13套在售二手房11套在租房源
78,普陀,680,238万,23458元,内中环,愉景华庭(普陀万里)地图,sh4843661举报假一赔百细则,2室2厅1卫,有(一梯二户),99.5平,暂无数据,低区/13层,精装,南北,2007-10-07,满五,置换,住宅 - 公寓,68820元/平,2005~2007年,住宅 - 公寓,49栋,1632户,戴德梁行物业管理有限公司、戴德粱行物业管理顾问公司,上海华烨房地产有限公司,37套在售二手房13套在租房源
79,杨浦,,,,,,,,,,,,,,,,,,,,,,,,,
80,浦东,550,192.5万,18973元,中外环,金橘新苑(浦东三林)地图,sh4842818举报假一赔百细则,2室2厅1卫,有(一梯三户),81.45平,暂无数据,低区/11层,精装,南北,2006-11-17,满五,置换,住宅 - 公寓,住宅 - 公寓、商业类,59栋,2300户,上海悦华物业管理有限公司,上海中房置业股份有限公司、中房集团,15套在售二手房5套在租房源,,
81,浦东,265,92.8万,9142元,内环内,微山新村(浦东塘桥)地图,sh4842561举报假一赔百细则,1室1厅1卫,暂无数据,40.72平,暂无数据,低区/5层,简装,暂无数据,1979-11-01,满五,暂无数据,住宅 - 公寓,64856元/平,1979~2000年,住宅 - 公寓,48栋,1032户,上海浦东新区潍坊物业公司、潍坊物业,上海浦东新区潍坊物业公司,7套在售二手房8套在租房源
82,徐汇,498,174.3万,17180元,内环内,乐山大楼(徐汇徐家汇)地图,sh4842219举报假一赔百细则,2室1厅1卫,有(二梯八户),61.49平,暂无数据,低区/24层,简装,东南,2002-09-24,满五,折现,住宅 - 公寓,82136元/平,1991~1993年,住宅 - 公寓、住宅 - 写字楼,4栋,557户,上海高建物业有限公司、上海徐虹物业有限公司,无开发商,4套在售二手房3套在租房源
83,黄浦,,,,,,,,,,,,,,,,,,,,,,,,,
84,宝山,585,204.8万,20181元,外环外,美兰湖岭域(宝山罗店)地图,sh4841479举报假一赔百细则,4室2厅2卫,暂无数据,92.29平,暂无数据,高区/6层,豪装,南北,暂无数据,满五,折现,住宅 - 公寓,40312元/平,2009~2011年,住宅 - 公寓,98栋,936户,上海景瑞物业管理有限公司、景瑞物业,上海景尚置业有限公司,29套在售二手房11套在租房源
85,长宁,970,339.5万,33462元,内中环,新天地河滨花园(长宁天山)地图,sh4839232举报假一赔百细则,2室2厅1卫,有(二梯四户),90.0平,暂无数据,中区/26层,精装,南北,2011-09-01,满五,折现,住宅 - 公寓,104370元/平,2011年,住宅 - 公寓,15栋,1025户,上海古北物业管理有限公司、古北物业,上海新天地置业发展有限公司,10套在售二手房27套在租房源
86,杨浦,,,,,,,,,,,,,,,,,,,,,,,,,
87,浦东,300,105万,10349元,内环内,竹园新村(浦东)(浦东源深)地图,sh4838607举报假一赔百细则,1室0厅1卫,暂无数据,33.75平,暂无数据,低区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,79851元/平,1987~1999年,住宅 - 公寓,184栋,3684户,潍坊物业、竹园物业管理有限公司,上海建工房产有限公司,49套在售二手房21套在租房源
88,浦东,900,315万,31048元,内环内,新城名园(浦东洋泾)地图,sh4837652举报假一赔百细则,2室2厅1卫,有(一梯二户),103.44平,暂无数据,高区/16层,精装,南北,2005-03-10,满五,置换,住宅 - 公寓,87006元/平,2005年,住宅 - 公寓,7栋,142户,上海中星集团申城物业有限公司、中星物业,上海中星（集团）有限公司、中星集团,1套在售二手房2套在租房源
89,杨浦,286,100.1万,9866元,内中环,控江西三村(杨浦黄兴公园)地图,sh4837598举报假一赔百细则,2室1厅1卫,暂无数据,40.94平,暂无数据,高区/5层,毛坯,南,暂无数据,满五,暂无数据,住宅 - 公寓,61235元/平,1993~2004年,住宅 - 公寓,60栋,1285户,延吉物业,老上海黄兴房产公司,14套在售二手房1套在租房源
90,闵行,240,84万,8279元,外环外,万科城市花园(闵行七宝)地图,sh4837263举报假一赔百细则,1室1厅1卫,暂无数据,41.52平,暂无数据,高区/6层,简装,南,2009-01-22,满五,折现,住宅 - 公寓,49719元/平,1994~1998年,住宅 - 公寓、商业类、住宅 - 新里,306栋,4104户,上海万科物业管理有限公司、万科物业,上海万科房地产有限公司,67套在售二手房19套在租房源
91,长宁,869,304.1万,29978元,内中环,虹桥新城(长宁中山公园)地图,sh4836342举报假一赔百细则,2室2厅2卫,有(一梯二户),107.47平,暂无数据,中区/11层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,77928元/平,2000~2002年,住宅 - 公寓,38栋,1202户,上海世邦魏理仕物业顾问有限公司、世邦魏理仕物业,上海市绿地集团置业有限公司、绿城集团,7套在售二手房5套在租房源
92,宝山,210,73.5万,7244元,中外环,通河二村(宝山通河)地图,sh4834828举报假一赔百细则,1室1厅1卫,暂无数据,40.36平,暂无数据,低区/6层,简装,南北,暂无数据,满五,置换,住宅 - 公寓,49448元/平,1988~1996年,住宅 - 公寓,137栋,4222户,通河新村物业、通河物业,上海华谊集团置业有限公司呼玛管理处,54套在售二手房8套在租房源
93,松江,285,99.8万,9832元,外环外,保利西子湾(松江松江大学城)地图,sh4833470举报假一赔百细则,1室1厅1卫,有(二梯四户),59.83平,暂无数据,中区/14层,精装,南,暂无数据,满五,其它,住宅 - 公寓,43990元/平,2008~2010年,住宅 - 厂房、住宅 - 公寓、商业类,70栋,3521户,上海保利物业管理、保利物业,上海城乾房地产开发有限公司,49套在售二手房44套在租房源
94,闸北,295,103.2万,10177元,中外环,永和二村(闸北永和)地图,sh4831438举报假一赔百细则,2室1厅1卫,暂无数据,49.42平,暂无数据,低区/6层,简装,南北,1996-05-17,满五,折现,住宅 - 公寓,57381元/平,1995~1996年,住宅 - 公寓,135栋,3252户,上海北城物业有限公司,大宁房地产开发有限公司,43套在售二手房23套在租房源
95,虹口,460,161万,15869元,内环内,曲一花苑(虹口曲阳)地图,sh4830742举报假一赔百细则,2室1厅1卫,有(二梯八户),56.79平,暂无数据,低区/12层,简装,西南,暂无数据,满五,折现,住宅 - 公寓,78946元/平,1979~1985年,住宅 - 公寓,20栋,912户,英达物业,泉州金荣房地产开发有限公司,8套在售二手房0套在租房源
96,杨浦,335,117.2万,11557元,中外环,工农三村(杨浦中原)地图,sh4830541举报假一赔百细则,2室1厅1卫,暂无数据,59.0平,暂无数据,中区/6层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,59603元/平,1990~1996年,住宅 - 公寓、商业类,173栋,3906户,上海殷行物业管理有限公司,上海农工商房地产（集团）有限公司、农工商房地产,61套在售二手房13套在租房源
97,松江,560,196万,19318元,外环外,御上海(松江松江大学城)地图,sh4829427举报假一赔百细则,3室2厅2卫,有(二梯二户),132.08平,暂无数据,低区/18层,精装,南北,2011-10-07,满五,暂无数据,住宅 - 公寓,45031元/平,2009年,住宅 - 公寓,40栋,1804户,上海新贵盛物业管理有限公司,上海昌润房产有限公司,27套在售二手房18套在租房源
98,徐汇,390,136.5万,13454元,内中环,田林十一村(徐汇田林)地图,sh4828965举报假一赔百细则,2室0厅1卫,暂无数据,47.54平,暂无数据,高区/6层,中装,南,2001-10-28,满五,置换,住宅 - 公寓,住宅 - 公寓,55栋,1605户,上海田林物业有限公司、田林新村物业管理公司、上海实业,上海徐汇房产经营有限公司,20套在售二手房14套在租房源,,
99,长宁,1260,441万,43467元,内环内,武夷花园(长宁中山公园)地图,sh4828543举报假一赔百细则,3室2厅2卫,有(一梯二户),136.0平,暂无数据,中区/12层,精装,暂无数据,2004-10-04,满五,暂无数据,住宅 - 公寓,住宅 - 公寓,13栋,489户,上海古华房地产开发经营有限公司,上海古华房地产开发经营有限公司,7套在售二手房6套在租房源,,
100,普陀,1170,409.5万,40362元,内环内,上海知音苑(普陀长寿路)地图,sh4828040举报假一赔百细则,3室2厅2卫,有(二梯二户),134.0平,暂无数据,低区/16层,暂无数据,暂无数据,暂无数据,满五,置换,住宅 - 公寓,85431元/平,2001~2003年,住宅 - 公寓,29栋,1073户,上海复瑞物业管理有限公司、复瑞公司,上海复星房地产开发有限公司,10套在售二手房3套在租房源
102,徐汇,500,175万,17249元,内环内,建西小区(徐汇建国西路)地图,sh4826814举报假一赔百细则,1室0厅1卫,暂无数据,31.68平,暂无数据,高区/6层,精装,南,2011-07-12,满五,折现,住宅 - 公寓,157828元/平,1976~1988年,住宅 - 公寓、住宅 - 新里,16栋,317户,庆余物业,上海庆余房地产开发有限公司,1套在售二手房7套在租房源
103,杨浦,950,332.5万,32772元,中外环,莱茵半岛(杨浦中原)地图,sh4826397举报假一赔百细则,3室2厅2卫,有(一梯二户),139.43平,暂无数据,中区/17层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,65517元/平,2002~2003年,住宅 - 公寓,64栋,1102户,上海城成物业管理有限公司,上海柏茵置业有限公司,30套在售二手房3套在租房源
104,杨浦,320,112万,11039元,中外环,国定路600弄(杨浦五角场)地图,sh4826255举报假一赔百细则,2室1厅1卫,暂无数据,49.9平,暂无数据,低区/6层,精装,南,暂无数据,满五,折现,住宅 - 公寓,63975元/平,1980~1996年,住宅 - 公寓,42栋,879户,上海申鹭物业管理有限公司,无开发商,17套在售二手房4套在租房源
105,普陀,1240,434万,42777元,内环内,大华清水湾(普陀武宁)地图,sh4825491举报假一赔百细则,3室2厅2卫,有(一梯二户),150.41平,暂无数据,低区/18层,精装,南,2004-10-01,满五,折现,住宅 - 公寓,86407元/平,2002~2004年,住宅 - 公寓,48栋,1668户,上海瑞运物业管理有限公司,上海华运房地产开发有限公司,21套在售二手房4套在租房源
106,宝山,198,69.3万,6830元,中外环,淞南三村(宝山淞南)地图,sh4825322举报假一赔百细则,1室1厅1卫,暂无数据,42.08平,暂无数据,中区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,44517元/平,1995~2003年,住宅 - 公寓,142栋,2443户,上海继发物业公司,上海继发集团,15套在售二手房7套在租房源
107,长宁,500,175万,17249元,内中环,茅台新苑(长宁仙霞)地图,sh4824506举报假一赔百细则,2室0厅1卫,有(二梯十户),73.89平,暂无数据,低区/12层,暂无数据,暂无数据,暂无数据,满五,折现,住宅 - 公寓,63448元/平,1989~1993年,住宅 - 公寓、住宅 - 新里,10栋,1502户,上海中星集团申城物业有限公司、中星物业,上海中星（集团）有限公司、中星集团,14套在售二手房9套在租房源
108,徐汇,320,112万,11039元,内中环,田林七村(徐汇田林)地图,sh4823396举报假一赔百细则,2室0厅1卫,暂无数据,47.0平,暂无数据,低区/6层,简装,南北,暂无数据,满五,折现,住宅 - 公寓,68615元/平,1982~1983年,住宅 - 公寓,36栋,886户,上海申华物业有限公司、上海田林物业有限公司、田林新村物业管理公司,上海徐汇房产经营有限公司,13套在售二手房4套在租房源
109,普陀,180,63万,6210元,外环外,桃浦十村(普陀桃浦)地图,sh4823296举报假一赔百细则,1室1厅1卫,暂无数据,41.96平,暂无数据,高区/6层,毛坯,南,暂无数据,满五,折现,住宅 - 公寓,45093元/平,1995~1999年,住宅 - 公寓,114栋,2819户,上海普陀物业有限公司、普陀物业、上服物业、万志物业,西部集团,51套在售二手房6套在租房源
110,长宁,410,143.5万,14144元,内环内,又一村（长宁）(长宁新华路)地图,sh4823035举报假一赔百细则,2室1厅1卫,暂无数据,57.22平,暂无数据,中区/7层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,74188元/平,1990~1993年,住宅 - 公寓,16栋,399户,新华物业、新华物业,上海新长宁集团有限公司,6套在售二手房2套在租房源
111,浦东,280,98万,9659元,外环外,川沙路5245弄(浦东川沙)地图,sh4822902举报假一赔百细则,2室1厅1卫,暂无数据,72.0平,暂无数据,高区/6层,精装,南,1994-10-03,满五,暂无数据,住宅 - 公寓,39866元/平,1993~1995年,住宅 - 公寓,8栋,96户,暂无信息,暂无信息,5套在售二手房0套在租房源
112,闵行,1200,420万,41397元,内中环,恒盛苑(闵行金虹桥)地图,sh4822520举报假一赔百细则,3室2厅2卫,有(一梯二户),137.62平,暂无数据,高区/18层,中装,南北,2006-11-01,满五,折现,住宅 - 公寓,83563元/平,2004~2005年,住宅 - 公寓,22栋,615户,上海古北物业管理有限公司、古北物业,上海隆升建设发展有限公司,12套在售二手房8套在租房源
113,浦东,275,96.2万,9487元,内环内,潍坊一村(浦东潍坊)地图,sh4822124举报假一赔百细则,1室1厅1卫,暂无数据,30.5平,暂无数据,中区/6层,简装,南,1984-10-05,满五,折现,住宅 - 公寓,74558元/平,1979~1995年,住宅 - 公寓,48栋,1040户,上海浦东新区潍坊物业公司、潍坊物业,上海浦发房地产开发有限公司,8套在售二手房5套在租房源
114,宝山,275,96.2万,9487元,中外环,民主花园(宝山张庙)地图,sh4822107举报假一赔百细则,1室1厅1卫,暂无数据,54.25平,暂无数据,中区/6层,简装,南,2012-11-11,满五,折现,住宅 - 公寓,48170元/平,1993~1996年,住宅 - 公寓,52栋,1026户,上海宝辰置业有限公司、宝辰物业,宝辰集团控股有限公司、上海宝辰置业有限公司,19套在售二手房3套在租房源
115,宝山,310,108.5万,10694元,中外环,瑞丰园(宝山上大)地图,sh4821978举报假一赔百细则,1室2厅1卫,有(一梯三户),62.81平,暂无数据,低区/11层,精装,南,暂无数据,满五,暂无数据,住宅 - 公寓,住宅 - 公寓,30栋,534户,上海诚悦物业管理有限公司、上海祁豪物业管理公司,上海祁连房地产开发总公司、祁连地产,11套在售二手房2套在租房源,,
